producto|presentacion|marca|tipo|catalogo|precio|fecha|tienda|tipo_tienda|sucursal|direccion|estado|ciudad
desodorante|roll on 65 gr. frescura suave. para dama|obao|arts. para el cuidado personal|basicos|27.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
desodorante|barra 50 gr. fresh. para caballero|old spice|arts. para el cuidado personal|basicos|39.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
desodorante|roll on 65 ml. neutro balance (botella transparente). para dama|palmolive|arts. para el cuidado personal|basicos|29.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
desodorante|barra 45 gr. powder. dry. antitranspirante. para dama|rexona|arts. para el cuidado personal|basicos|46.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
desodorante|barra 50 gr. men active. antitranspirante. dry. para caballero|rexona|arts. para el cuidado personal|basicos|47.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
desodorante|caja con barra 48 gr. clinical. clasic. para dama|rexona|arts. para el cuidado personal|basicos|92.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
desodorante|roll on 50 gr. powder dry. para dama|rexona|arts. para el cuidado personal|basicos|29.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
desodorante|barra 60 gr. fresh. para caballero|speed stick|arts. para el cuidado personal|basicos|40.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
desodorante|barra 60 gr. spazio. para caballero|stefano|arts. para el cuidado personal|basicos|40.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
detergente p/ropa|bolsa 800 gr. limpieza completa|ace|detergentes y productos similares|basicos|28.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
detergente p/ropa|botella 2.8 lt. 1 para todo|ace|detergentes y productos similares|basicos|109.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
detergente p/ropa|bolsa 1 kg. polvo|blanca nieves|detergentes y productos similares|basicos|37.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
detergente p/ropa|botella 1.83 lt. liquido|mas. color|detergentes y productos similares|basicos|65.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
detergente p/ropa|botella 1.36 lt. liquido. delicada|vel rosita|detergentes y productos similares|basicos|71.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
detergente p/ropa|bolsa 850 gr. polvo|viva|detergentes y productos similares|basicos|19.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
detergente p/ropa y trastes|bolsa 1 kg. polvo|roma|detergentes y productos similares|basicos|35.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
detergente p/ropa y trastes|bolsa 5 kg. polvo|roma|detergentes y productos similares|basicos|171.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
detergente p/trastes|botella 750 ml. liquido. limon|eficaz|detergentes y productos similares|basicos|25.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
detergente p/trastes|botella 750 ml. liquido (verde). limon|salvo|detergentes y productos similares|basicos|30.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
elote|lata 225 gr. en grano|del monte|hortalizas frescas|basicos|9.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
elote|lata 220 gr. en grano|herdez|hortalizas frescas|basicos|9.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
espuma de afeitar|bote 200 ml. sensitive|nivea men|arts. para el cuidado personal|basicos|71.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
fibra para cocina|pieza grande. (80 mm. x 120 mm.) (verde)|scotch brite. 3m|utensilios domesticos|basicos|31.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
flan|caja 85 gr. (35 gr. flan y 50 gr. caramelo). con caramelo. sabor vainilla|jell-o|chocolates y golosinas|basicos|12.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
flan|caja 136 gr. con caramelo. sabor vainilla|pronto|chocolates y golosinas|basicos|12.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
floretes de brocoli|bolsa 500 gr. hortalizas congeladas|la huerta|frutas y legumbres procesadas|basicos|39.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
formula lactea|para lactante. lata 400 gr.|nan 1|leche procesada|basicos|145.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
formula lactea|para lactante. lata 400 gr.|nan 2|leche procesada|basicos|135.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
frijol|bolsa 900 gr. flor de mayo|great value|legumbres secas|basicos|32.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
frijol|bolsa 900 gr. negro. queretaro|great value|legumbres secas|basicos|22.8|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
frijol|bolsa 900 gr. pinto|great value|legumbres secas|basicos|31.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
frijol|bolsa 1 kg. negro|verde valle|legumbres secas|basicos|39.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
frijol|bolsa 1 kg. negro. jamapa|verde valle|legumbres secas|basicos|49.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
frijol|bolsa 1 kg. pinto|verde valle|legumbres secas|basicos|43.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
frijol|bolsa 900 gr. flor de mayo|verde valle|legumbres secas|basicos|46.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
frijol|bolsa 900 gr. peruano|verde valle|legumbres secas|basicos|57.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
frijoles|lata 580 gr. refritos. negro|la costena|frutas y legumbres procesadas|basicos|13.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
frijoles|lata 560 gr. entero. bayo|la sierra|frutas y legumbres procesadas|basicos|14.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
galletas dulces|paquete 147 gr. principe|marinela|galletas pastas y harinas de trigo|basicos|22.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
galletas dulces|paquete 170 gr. triki trakes|marinela|galletas pastas y harinas de trigo|basicos|22.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
galletas dulces|paquete 250 gr. polvorones|marinela|galletas pastas y harinas de trigo|basicos|22.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
galletas saladas|caja 504 gr. saladitas|gamesa|galletas pastas y harinas de trigo|basicos|48.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
galletas saladas|caja 356 gr.|ritz. nabisco|galletas pastas y harinas de trigo|basicos|35.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
garbanza|bolsa 500 gr.|verde valle|legumbres secas|basicos|40.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
gel fijador|envase 250 ml. para caballero|ego black|arts. para el cuidado personal|basicos|19.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
gel fijador|envase 250 ml. profesional (transparente)|xtreme|arts. para el cuidado personal|basicos|19.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
gelatina en polvo|bolsa 25 gr. agua. limon|jell-o|chocolates y golosinas|basicos|12.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
gelatina en polvo|caja 84 gr. agua. limon|pronto|chocolates y golosinas|basicos|12.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
granos de elote|bolsa 500 gr. hortalizas congeladas|la huerta|frutas y legumbres procesadas|basicos|42.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
grasa comestible|paquete 1 kg.|inca|aceites y grasas veg. comestibles|basicos|57.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
guarnicion de verduras|bolsa 500 gr. hortalizas congeladas|la huerta|frutas y legumbres procesadas|basicos|26.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
harina de arroz|caja 500 gr.|tres estrellas|arroz y cereales preparados|basicos|22.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
harina de maiz|paquete 1 kg.|maseca|tortillas y derivados del maiz|basicos|19.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
harina de trigo|paquete 1 kg.|san antonio. tres estrellas|galletas pastas y harinas de trigo|basicos|23.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
harina de trigo|paquete 1 kg.|selecta|galletas pastas y harinas de trigo|basicos|16.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
harina de trigo|paquete 1 kg. integral|tres estrellas|galletas pastas y harinas de trigo|basicos|20.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
harina hot cakes|caja 800 gr. original|aunt jemima|galletas pastas y harinas de trigo|basicos|62.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
harina hot cakes|paquete 800 gr. tradicionales|gamesa|galletas pastas y harinas de trigo|basicos|26.4|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
harina hot cakes|caja 800 gr.|pronto ligeros|galletas pastas y harinas de trigo|basicos|37.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
huevo|paquete con 12 rojo|bachoco|huevo|basicos|32.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
huevo|paquete con 18 blanco|bachoco|huevo|basicos|45.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
huevo|paquete con 18 rojo|bachoco|huevo|basicos|45.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
huevo|paquete con 12 blanco|san juan|huevo|basicos|29.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
huevo|paquete con 18 blanco|san juan|huevo|basicos|43.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
huevo|paquete con 30. blanco|san juan|huevo|basicos|68.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
insecticida aerosol|bote 351 gr./ 460 ml. o 305 gr./ 400 ml. base agua|baygon. casa y jardin|detergentes y productos similares|basicos|53.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
insecticida aerosol|bote 302 gr./ 460 ml. (con promocion) o bote 305 gr./400 ml.|baygon. total|detergentes y productos similares|basicos|36.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
insecticida aerosol|bote 338 gr. / 400 ml. cucarachas y escopriones|baygon. ultra verde|detergentes y productos similares|basicos|46.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
insecticida aerosol|bote 309 gr. (sin promocion) o bote 372 gr. (con promocion)|h-24. casa y jardin|detergentes y productos similares|basicos|65.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
insecticida aerosol|bote 372 gr. (con promocion)|h-24. domestico|detergentes y productos similares|basicos|25.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
insecticida aerosol|bote 305 gr./ 400 ml. base de agua|raid. casa y jardin|detergentes y productos similares|basicos|70.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de pasta|barra 400 gr. con envoltura. frescura agradable|carisma|detergentes y productos similares|basicos|20.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de pasta|barra 400 gr. con envoltura. lavanderia|lirio|detergentes y productos similares|basicos|18.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de pasta|barra 400 gr. con envoltura|roma|detergentes y productos similares|basicos|22.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de pasta|barra 400 gr. con envoltura. (amarillo)|tepeyac|detergentes y productos similares|basicos|23.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de pasta|barra 200 gr. (blanco)|zote|detergentes y productos similares|basicos|11.1|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de pasta|barra 400 gr. con envoltura. (rosa)|zote|detergentes y productos similares|basicos|22.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de tocador|caja con barra 135 gr. original|dove|arts. para el cuidado personal|basicos|35.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de tocador|barra 150 gr. antibacterial. (rosa)|escudo|arts. para el cuidado personal|basicos|14.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de tocador|caja c/barra 200 gr. neutro|grisi|arts. para el cuidado personal|basicos|21.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de tocador|caja con barra 100 gr. ricitos de oro. manzanilla para bebe|grisi|arts. para el cuidado personal|basicos|18.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de tocador|barra 175 gr.|heno de pravia|arts. para el cuidado personal|basicos|19.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de tocador|caja con barra 80 gr. para bebe|huggies. supreme|arts. para el cuidado personal|basicos|18.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de tocador|caja con barra 75 gr. original. hipoalergenico. para bebe|johnson s baby|arts. para el cuidado personal|basicos|18.9|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jabon de tocador|barra 150 gr. sensacion humectante. oliva y aloe|palmolive. naturals|arts. para el cuidado personal|basicos|15.5|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de pavo. virginia|fud|carnes frias secas y embutidos|basicos|152.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de pierna. horneado especial|fud|carnes frias secas y embutidos|basicos|126.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|paquete 290 gr. virginia de pavo|fud|carnes frias secas y embutidos|basicos|37.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|paquete 290 gr. virginia de pavo y cerdo|fud|carnes frias secas y embutidos|basicos|43.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de pierna.tipo york|fud. york|carnes frias secas y embutidos|basicos|256.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. jamon de pavo. barcelona|ibero|carnes frias secas y embutidos|basicos|120.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de cerdo y pavo|ibero. barcelona|carnes frias secas y embutidos|basicos|128.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de pavo. virginia|kir|carnes frias secas y embutidos|basicos|138.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de pierna. tradicional|kir|carnes frias secas y embutidos|basicos|116.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de pierna|parma. campestre|carnes frias secas y embutidos|basicos|155.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de pavo. virginia|san rafael|carnes frias secas y embutidos|basicos|180.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|paquete 300 gr. de pavo real|san rafael|carnes frias secas y embutidos|basicos|81.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|paquete 300 gr. de pierna real|san rafael|carnes frias secas y embutidos|basicos|62.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de pavo|san rafael. real|carnes frias secas y embutidos|basicos|256.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de pierna|san rafael. real|carnes frias secas y embutidos|basicos|278.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de cerdo y pavo. tipo virginia|zwan|carnes frias secas y embutidos|basicos|150.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de pavo. tipo virginia|zwan|carnes frias secas y embutidos|basicos|148.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
jamon|1 kg. granel. de pierna|zwan. premium|carnes frias secas y embutidos|basicos|270.0|2022-01-04|wal-mart|supermercado / tienda de autoservicio|walmart sucursal plaza galerias|independencia 2351, centro comercial galerias, col. la concepcion, cp. 20128|aguascalientes|aguascalientes
