producto|presentacion|marca|tipo|catalogo|precio|fecha|tienda|tipo_tienda|sucursal|direccion|estado|ciudad
leche condensada|botella 335 gr. (plastico)|la lechera. original|leche procesada|basicos|25.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche condensada|lata 387 gr.|la lechera. original|leche procesada|basicos|19.8|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche condensada|lata 397 gr. especialidades|la lechera. sin grasa|leche procesada|basicos|24.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche en polvo|bolsa 460 gr. parcialmente descremada deslactosada|alpura. deslactosada|leche procesada|basicos|69.75|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche en polvo|ninos. bolsa 500 gr. (producto lacteo)|alpura. kids|leche procesada|basicos|55.35|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche en polvo|bolsa 460 gr. (producto lacteo)|fortileche|leche procesada|basicos|49.9|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche en polvo|bolsa 520 gr.|nido. entera (fortigrow)|leche procesada|basicos|83.25|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche en polvo|lata 1.5 kg. (alimento para ninos...)|nido. kinder|leche procesada|basicos|194.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche en polvo|lata 360 gr. (alimento para ninos...)|nido. kinder|leche procesada|basicos|56.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche en polvo|bolsa 360 gr. (producto lacteo)|svelty. con colageno. move+|leche procesada|basicos|49.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche evaporada|lata 360 gr. evaporada parcialmente descremada|carnation. clavel|leche procesada|basicos|12.7|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche evaporada|lata 360 gr. reducida en grasa|carnation. clavel|leche procesada|basicos|16.55|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche ultrapasteurizada|parcialmente descremada. caja 1 lt.|alpura. semi|leche procesada|basicos|20.7|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche ultrapasteurizada|semidescremada. caja 250 ml. chocolate|alpura. vaquitas|leche procesada|basicos|8.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche ultrapasteurizada|con grasa vegetal. caja 1 lt. (producto lacteo)|fortileche|leche procesada|basicos|15.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche ultrapasteurizada|caja 1 lt.|lala. entera|leche procesada|basicos|21.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche ultrapasteurizada|parcialmente descremada. caja 1 lt.|lala. light. baja en grasa|leche procesada|basicos|21.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche ultrapasteurizada|semidescremada. caja 1 lt.|lala. semidescremada. reducida en grasa|leche procesada|basicos|21.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche ultrapasteurizada|entera. caja 1 lt.|san marcos|leche procesada|basicos|19.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche ultrapasteurizada|semidescremada. caja 1 lt.|san marcos|leche procesada|basicos|19.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche ultrapasteurizada|caja 1 lt.|santa clara. entera|leche procesada|basicos|20.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
leche ultrapasteurizada|caja 1 lt.|santa clara. light|leche procesada|basicos|20.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
lenteja|bolsa 500 gr.|verde valle|legumbres secas|basicos|26.25|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
limpiador liquido p/piso|botella 1 lt. multiusos|ajax amonia|detergentes y productos similares|basicos|29.9|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
limpiador liquido p/piso|botella 900 ml. multiusos. gold. lavanda intensa|brasso|detergentes y productos similares|basicos|14.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
limpiador liquido p/piso|botella 1 lt. multiusos. lavanda|flash|detergentes y productos similares|basicos|11.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
limpiador liquido p/piso|botella 1 lt. multiusos pino|pinol. el original|detergentes y productos similares|basicos|18.05|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
limpiador liquido p/piso|botella 1 lt. multiusos. pino|soriana|detergentes y productos similares|basicos|11.9|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
maiz pozolero|bolsa 1 kg.|ovarb|tortillas y derivados del maiz|basicos|31.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
maiz pozolero|bolsa 1 kg. (roja)|ovarb-lolita|tortillas y derivados del maiz|basicos|29.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mantequilla|barra 90 gr. sin sal|alpura|derivados de leche|basicos|15.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mantequilla|barra 225 gr. sin sal|chipilo|derivados de leche|basicos|44.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mantequilla|barra 90 gr. sin sal|lala|derivados de leche|basicos|16.75|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mantequilla|barra 90 gr. sin sal|soriana|derivados de leche|basicos|17.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
margarina|bote 454 gr. con sal|i cant believe its not butter!|aceites y grasas veg. comestibles|basicos|68.2|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
margarina|barra 225 gr. sin sal|iberia. 4 en 1|aceites y grasas veg. comestibles|basicos|21.1|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
margarina|caja plastico 190 gr. con sal|primavera chantilly|aceites y grasas veg. comestibles|basicos|26.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
margarina|caja plastico 190 gr. sin sal|primavera chantilly|aceites y grasas veg. comestibles|basicos|22.9|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
margarina|caja plastico 400 gr. sin sal|primavera chantilly|aceites y grasas veg. comestibles|basicos|41.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
margarina|caja plastico 400 gr. sin sal|primavera light|aceites y grasas veg. comestibles|basicos|54.3|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mayonesa|frasco 395 gr. aderezo de mayonesa|hellmann s light|condimentos|basicos|24.9|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mayonesa|frasco 190 gr.|hellmann s. clasica|condimentos|basicos|17.25|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mayonesa|frasco 390 gr.|hellmann s. clasica|condimentos|basicos|23.25|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mayonesa|frasco 790 gr.|hellmann s. clasica|condimentos|basicos|41.9|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mayonesa|frasco 385 gr. con jugo de limones|la costena|condimentos|basicos|22.75|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mayonesa|frasco 725 gr. con jugo de limones|mc cormick|condimentos|basicos|60.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mayonesa|frasco 414 gr. aderezo con jugo de limones|mc cormick light|condimentos|basicos|36.4|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mermelada|frasco 470 gr. fresa|clemente jacques|frutas y legumbres procesadas|basicos|27.2|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mermelada|frasco 450 gr. fresa|mc cormick.|frutas y legumbres procesadas|basicos|26.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mezcla california|bolsa 500 gr. hortalizas congeladas|la huerta|frutas y legumbres procesadas|basicos|28.1|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mezcla campesina|bolsa 500 gr. hortalizas congeladas|la huerta|frutas y legumbres procesadas|basicos|32.8|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
miel de abeja|frasco 500 gr.|carlota|chocolates y golosinas|basicos|60.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
mostaza|botella 226 gr. preparada|french s classic yellow|condimentos|basicos|25.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pan blanco bolillo|pieza|s/m|pan|basicos|1.7|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pan de caja|paquete 210 gr. tostado. clasico|bimbo|pan|basicos|19.3|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pan de caja|paquete grande 680 gr. integral. rebanado|bimbo|pan|basicos|35.1|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pan de caja|paquete grande 680 gr. rebanado blanco|bimbo|pan|basicos|31.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pan de caja|paquete mediano 460 gr. rebanado blanco|bimbo|pan|basicos|26.25|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pan de caja|paquete mediano 480 gr. integral. rebanado|bimbo|pan|basicos|32.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pan de caja|paquete grande 680 gr. integral. rebanado|oroweat. granos enteros|pan|basicos|52.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pan dulce. bisquet|pieza. de 68 a 90 gr. (11 cm. de diametro aprox.)|s/m|pan|basicos|6.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pan dulce. concha|pieza. de 68 a 90 gr. (12 cm. de diametro aprox.)|s/m|pan|basicos|6.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pan dulce. cuerno|pieza. de 68 a 90 gr. (13 cm. de diametro aprox.)|s/m|pan|basicos|6.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pan dulce. dona (cubierta de chocolate)|pieza. de 68 a 82 gr. (12 cm. de diametro aprox.)|s/m|pan|basicos|6.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pantiprotectores|bolsa 28 piezas. multiestilos. ultradelgado|saba|arts. para el cuidado personal|basicos|23.75|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
panales desechables|paquete 40 piezas. talla 4|chicolastic. classic|arts. de papel p/higiene personal|basicos|115.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
panales desechables|paquete 60 piezas. etapa 4. nina|huggies. ultra confort|arts. de papel p/higiene personal|basicos|299.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
panales desechables|paquete 38 piezas. grande|kleen bebe. comodisec|arts. de papel p/higiene personal|basicos|119.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
panales desechables|paquete 60 piezas. grande|kleen bebe. comodisec|arts. de papel p/higiene personal|basicos|199.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
panales desechables|paquete 60 piezas. grande|kleen bebe. suavelastic|arts. de papel p/higiene personal|basicos|220.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papas fritas y similares|bolsa 170 gr. chips. papas fritas. fuego limon|barcel|chocolates y golosinas|basicos|33.8|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papas fritas y similares|bolsa 170 gr. chips. papas fritas. jalapeno|barcel|chocolates y golosinas|basicos|33.8|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papas fritas y similares|bolsa 170 gr. chips. papas fritas. sabor sal de mar|barcel|chocolates y golosinas|basicos|33.8|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papas fritas y similares|bolsa 150 gr. cheetos torciditos|sabritas|chocolates y golosinas|basicos|26.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papas fritas y similares|bolsa 170 gr. original. con sal|sabritas|chocolates y golosinas|basicos|31.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papas fritas y similares|bolsa 180 gr. fritos. sal y limon|sabritas|chocolates y golosinas|basicos|25.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papas fritas y similares|bolsa 200 gr. churrumais. con limoncito|sabritas|chocolates y golosinas|basicos|24.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papas fritas y similares|bolsa 200 gr. ruffles. original. papas fritas (azul)|sabritas|chocolates y golosinas|basicos|40.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papas fritas y similares|bolsa 215 gr. paketaxo. quexo|sabritas|chocolates y golosinas|basicos|37.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papas fritas y similares|bolsa 245 gr. doritos. nachos|sabritas|chocolates y golosinas|basicos|40.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papas fritas y similares|bolsa 260 gr. sabritones|sabritas|chocolates y golosinas|basicos|38.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papas fritas y similares|bolsa 400 gr. tostitos. nachos|sabritas|chocolates y golosinas|basicos|35.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papel higienico|paquete 4 rollos. 400 hojas dobles. mega jumbo|delsey. max|arts. de papel p/higiene personal|basicos|19.6|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papel higienico|paquete 4 rollos. 320 o 350 hojas dobles|petalo. rendimax|arts. de papel p/higiene personal|basicos|33.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papel higienico|paquete 4 rollos. 205 hojas dobles|regio. luxury|arts. de papel p/higiene personal|basicos|20.75|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papel higienico|paquete 12 rollos. 200 hojas dobles|suavel|arts. de papel p/higiene personal|basicos|45.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
papel higienico|paquete 24 rollos. 200 hojas dobles|suavel|arts. de papel p/higiene personal|basicos|90.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pasta para sopa|paquete 200 gr. fideo no. 2|barilla|galletas pastas y harinas de trigo|basicos|8.4|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pasta para sopa|paquete 200 gr. monito|barilla|galletas pastas y harinas de trigo|basicos|8.4|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pasta para sopa|paquete 200 gr. spaghetti no. 5|barilla|galletas pastas y harinas de trigo|basicos|8.25|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pasta para sopa|paquete 220 gr. fideo 2|la moderna|galletas pastas y harinas de trigo|basicos|6.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pasta para sopa|paquete 220 gr. monito|la moderna|galletas pastas y harinas de trigo|basicos|6.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pasta para sopa|paquete 220 gr. spaghetti|la moderna|galletas pastas y harinas de trigo|basicos|6.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pastelillos y pan dulce empaquetado|paquete 255 gr. panque nuez|bimbo|pan|basicos|33.8|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pastelillos y pan dulce empaquetado|paquete con 1 nito (62 gr.)|bimbo|pan|basicos|11.75|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
